mmus_gene_id,mmus_gene_name,dmel_gene_id,dmel_gene_name,diopt_score
ENSMUSG00000040738,Ints8,FBgn0025830,IntS8,16
ENSMUSG00000024742,Fen1,FBgn0025832,Fen1,16
ENSMUSG00000017631,Abr,FBgn0025836,RhoGAP1A,15
ENSMUSG00000009681,Bcr,FBgn0025836,RhoGAP1A,13
ENSMUSG00000006345,Ggt1,FBgn0025837,CG17636,15
ENSMUSG00000006344,Ggt5,FBgn0025837,CG17636,10
ENSMUSG00000041881,Ndufa7,FBgn0025839,ND-B14.5A,16
ENSMUSG00000053641,Dennd4a,FBgn0025864,Crag,16
ENSMUSG00000038024,Dennd4c,FBgn0025864,Crag,15
ENSMUSG00000042404,Dennd4b,FBgn0025864,Crag,14
ENSMUSG00000031078,Cttn,FBgn0025865,Cortactin,13
ENSMUSG00000022831,Hcls1,FBgn0025865,Cortactin,11
ENSMUSG00000026509,Capn2,FBgn0025866,CalpB,13
ENSMUSG00000031981,Capn9,FBgn0025866,CalpB,13
ENSMUSG00000038599,Capn8,FBgn0025866,CalpB,13
ENSMUSG00000079110,Capn3,FBgn0025866,CalpB,13
ENSMUSG00000017466,Timp2,FBgn0025879,Timp,15
ENSMUSG00000020044,Timp3,FBgn0025879,Timp,14
ENSMUSG00000001131,Timp1,FBgn0025879,Timp,13
ENSMUSG00000019139,Isyna1,FBgn0025885,Inos,16
ENSMUSG00000028289,Epha7,FBgn0025936,Eph,14
ENSMUSG00000032537,Ephb1,FBgn0025936,Eph,14
ENSMUSG00000052504,Epha3,FBgn0025936,Eph,13
ENSMUSG00000055540,Epha6,FBgn0025936,Eph,13
ENSMUSG00000022779,Top3b,FBgn0026015,Top3beta,17
ENSMUSG00000024096,Ralbp1,FBgn0026056,Rlip,13
ENSMUSG00000000631,Myo18a,FBgn0026059,Mhcl,17
ENSMUSG00000024896,Minpp1,FBgn0026060,Mipp2,16
ENSMUSG00000024896,Minpp1,FBgn0026061,Mipp1,12
ENSMUSG00000001687,Ubl3,FBgn0026076,UBL3,12
ENSMUSG00000021595,Nsun2,FBgn0026079,Nsun2,15
ENSMUSG00000024926,Kat5,FBgn0026080,Tip60,17
ENSMUSG00000020262,Adarb1,FBgn0026086,Adar,15
ENSMUSG00000052551,Adarb2,FBgn0026086,Adar,14
ENSMUSG00000021967,Mrpl57,FBgn0026089,CG14817,8
ENSMUSG00000087260,Lamtor5,FBgn0026090,CG14812,12
ENSMUSG00000024387,Csnk2b,FBgn0026136,CkIIbeta2,9
ENSMUSG00000020483,Dynll2,FBgn0026141,Cdlc2,17
ENSMUSG00000000028,Cdc45,FBgn0026143,Cdc45,16
ENSMUSG00000033257,Ttll4,FBgn0026147,TTLL4A,13
ENSMUSG00000030814,Bcl7c,FBgn0026149,BCL7-like,13
ENSMUSG00000029438,Bcl7a,FBgn0026149,BCL7-like,12
ENSMUSG00000029681,Bcl7b,FBgn0026149,BCL7-like,12
ENSMUSG00000025027,Xpnpep1,FBgn0026150,ApepP,16
ENSMUSG00000007817,Zmiz1,FBgn0026160,tna,14
ENSMUSG00000041164,Zmiz2,FBgn0026160,tna,13
ENSMUSG00000036309,Skp1,FBgn0026174,SkpD,10
ENSMUSG00000036309,Skp1,FBgn0026175,SkpC,9
ENSMUSG00000036309,Skp1,FBgn0026176,SkpB,13
ENSMUSG00000034312,Iqsec1,FBgn0026179,siz,14
ENSMUSG00000041115,Iqsec2,FBgn0026179,siz,13
ENSMUSG00000020580,Rock2,FBgn0026181,Rok,16
ENSMUSG00000024290,Rock1,FBgn0026181,Rok,15
ENSMUSG00000029086,Prom1,FBgn0026189,promL,14
ENSMUSG00000027376,Prom2,FBgn0026189,promL,13
ENSMUSG00000018906,P4ha2,FBgn0026190,PH4alphaMP,9
ENSMUSG00000056214,Pard6g,FBgn0026192,par-6,15
ENSMUSG00000044641,Pard6b,FBgn0026192,par-6,14
ENSMUSG00000005699,Pard6a,FBgn0026192,par-6,13
ENSMUSG00000026020,Nop58,FBgn0026196,nop5,16
ENSMUSG00000026100,Mstn,FBgn0026199,myo,11
ENSMUSG00000025352,Gdf11,FBgn0026199,myo,10
ENSMUSG00000040667,Nup88,FBgn0026207,mbo,16
ENSMUSG00000046997,Spsb4,FBgn0026238,gus,16
ENSMUSG00000039911,Spsb1,FBgn0026238,gus,15
ENSMUSG00000067194,Eif1ax,FBgn0026250,eIF1A,17
ENSMUSG00000057561,Eif1a,FBgn0026250,eIF1A,15
ENSMUSG00000079031,Eif1ad2,FBgn0026250,eIF1A,15
ENSMUSG00000092019,Eif1ad6,FBgn0026250,eIF1A,15
ENSMUSG00000066232,Ipo7,FBgn0026252,msk,18
ENSMUSG00000040029,Ipo8,FBgn0026252,msk,14
ENSMUSG00000032017,Grik4,FBgn0026255,clumsy,10
ENSMUSG00000026083,Eif5b,FBgn0026259,eIF5B,14
ENSMUSG00000028861,Mrps15,FBgn0026261,bonsai,12
ENSMUSG00000025782,Taf3,FBgn0026262,bip2,11
ENSMUSG00000034449,Dhrs11,FBgn0026268,antdh,14
ENSMUSG00000046441,Cmtr2,FBgn0026309,aft,12
ENSMUSG00000030519,Apba2,FBgn0026313,X11L,12
ENSMUSG00000024897,Apba1,FBgn0026313,X11L,11
ENSMUSG00000035780,Ugt2a3,FBgn0026314,Ugt35B1,13
ENSMUSG00000057425,Ugt2b37,FBgn0026314,Ugt35B1,12
ENSMUSG00000035836,Ugt2b1,FBgn0026314,Ugt35B1,11
ENSMUSG00000089675,Ugt1a8,FBgn0026314,Ugt35B1,11
ENSMUSG00000089943,Ugt1a5,FBgn0026314,Ugt35B1,11
ENSMUSG00000090124,Ugt1a7c,FBgn0026314,Ugt35B1,11
ENSMUSG00000035780,Ugt2a3,FBgn0026315,Ugt35A1,12
ENSMUSG00000035836,Ugt2b1,FBgn0026315,Ugt35A1,11
ENSMUSG00000057425,Ugt2b37,FBgn0026315,Ugt35A1,11
ENSMUSG00000089675,Ugt1a8,FBgn0026315,Ugt35A1,11
ENSMUSG00000089943,Ugt1a5,FBgn0026315,Ugt35A1,11
ENSMUSG00000090124,Ugt1a7c,FBgn0026315,Ugt35A1,11
ENSMUSG00000038965,Ube2l3,FBgn0026316,Ubc10,12
ENSMUSG00000026812,Tsc1,FBgn0026317,Tsc1,14
ENSMUSG00000017386,Traf4,FBgn0026319,Traf4,15
ENSMUSG00000028284,Map3k7,FBgn0026323,Tak1,10
ENSMUSG00000043866,Taf10,FBgn0026324,Taf10b,13
ENSMUSG00000029554,Mad1l1,FBgn0026326,Mad1,11
ENSMUSG00000058013,Septin11,FBgn0026361,Sep5,15
ENSMUSG00000019917,Septin10,FBgn0026361,Sep5,14
ENSMUSG00000050379,Septin6,FBgn0026361,Sep5,14
ENSMUSG00000021706,Zfyve16,FBgn0026369,Sara,14
ENSMUSG00000034557,Zfyve9,FBgn0026369,Sara,13
ENSMUSG00000025758,Plk4,FBgn0026371,SAK,17
ENSMUSG00000058546,Rpl23a,FBgn0026372,RpL23A,13
ENSMUSG00000031783,Polr2c,FBgn0026373,RpII33,15
ENSMUSG00000022580,Rhpn1,FBgn0026374,Rhp,15
ENSMUSG00000030494,Rhpn2,FBgn0026374,Rhp,15
ENSMUSG00000035133,Arhgap5,FBgn0026375,RhoGAPp190,16
ENSMUSG00000058230,Arhgap35,FBgn0026375,RhoGAPp190,14
ENSMUSG00000026482,Rgl1,FBgn0026376,Rgl,15
ENSMUSG00000026821,Ralgds,FBgn0026376,Rgl,13
ENSMUSG00000040146,Rgl3,FBgn0026376,Rgl,10
ENSMUSG00000025531,Chm,FBgn0026378,Rep,17
ENSMUSG00000078185,Chml,FBgn0026378,Rep,12
ENSMUSG00000013663,Pten,FBgn0026379,Pten,15
ENSMUSG00000069744,Psmb3,FBgn0026380,Prosbeta3,15
ENSMUSG00000031711,Zfp330,FBgn0026400,Noa36,17
ENSMUSG00000022141,Nipbl,FBgn0026401,Nipped-B,14
ENSMUSG00000028882,Ppp1r8,FBgn0026402,NiPp1,17
ENSMUSG00000005397,Nid1,FBgn0026403,Ndg,12
ENSMUSG00000021806,Nid2,FBgn0026403,Ndg,10
ENSMUSG00000061904,Slc25a3,FBgn0026409,Mpcp2,15
ENSMUSG00000018698,Lhx1,FBgn0026411,Lim1,16
ENSMUSG00000029595,Lhx5,FBgn0026411,Lim1,12
ENSMUSG00000020413,Hus1,FBgn0026417,Hus1-like,15
ENSMUSG00000076430,Hus1b,FBgn0026417,Hus1-like,12
ENSMUSG00000020361,Hspa4,FBgn0026418,Hsc70Cb,18
ENSMUSG00000029657,Hsph1,FBgn0026418,Hsc70Cb,15
ENSMUSG00000025757,Hspa4l,FBgn0026418,Hsc70Cb,13
ENSMUSG00000031161,Hdac6,FBgn0026428,HDAC6,17
ENSMUSG00000025474,Tubgcp2,FBgn0026430,Grip84,16
ENSMUSG00000027263,Tubgcp4,FBgn0026431,Grip75,16
ENSMUSG00000051786,Tubgcp6,FBgn0026432,Grip163,13
ENSMUSG00000033790,Tubgcp5,FBgn0026433,Grip128,10
ENSMUSG00000005089,Slc1a2,FBgn0026438,Eaat2,14
ENSMUSG00000005360,Slc1a3,FBgn0026439,Eaat1,13
ENSMUSG00000005357,Slc1a6,FBgn0026439,Eaat1,12
ENSMUSG00000024935,Slc1a1,FBgn0026439,Eaat1,11
ENSMUSG00000024212,Mllt1,FBgn0026441,ear,11
ENSMUSG00000028496,Mllt3,FBgn0026441,ear,11
ENSMUSG00000022789,Dnm1l,FBgn0026479,Drp1,16
ENSMUSG00000021377,Dek,FBgn0026533,Dek,11
ENSMUSG00000018593,Sparc,FBgn0026562,SPARC,17
ENSMUSG00000029309,Sparcl1,FBgn0026562,SPARC,12
ENSMUSG00000076441,Ass1,FBgn0026565,Ass,15
ENSMUSG00000072582,Ptrh2,FBgn0026566,CG1307,16
ENSMUSG00000058586,Serhl,FBgn0026570,CG5704,12
ENSMUSG00000023452,Pisd,FBgn0026576,Pisd,16
ENSMUSG00000035623,Rsf1,FBgn0026577,CG8677,9
ENSMUSG00000032329,Hmg20a,FBgn0026582,Hmg-2,16
ENSMUSG00000020232,Hmg20b,FBgn0026582,Hmg-2,13
ENSMUSG00000058586,Serhl,FBgn0026593,CG5707,12
ENSMUSG00000024182,Axin1,FBgn0026597,Axn,14
ENSMUSG00000000142,Axin2,FBgn0026597,Axn,13
ENSMUSG00000020135,Apc2,FBgn0026598,Apc2,12
ENSMUSG00000005871,Apc,FBgn0026598,Apc2,10
ENSMUSG00000039197,Adk,FBgn0026602,Ady43A,9
ENSMUSG00000009995,Taz,FBgn0026619,Taz,15
ENSMUSG00000037313,Tacc3,FBgn0026620,tacc,10
ENSMUSG00000004270,Lpcat3,FBgn0026630,nes,16
ENSMUSG00000031979,Cog2,FBgn0026634,Cog2,14
ENSMUSG00000044792,Isca1,FBgn0026666,MagR,15
ENSMUSG00000078139,AK157302,FBgn0026666,MagR,12
ENSMUSG00000025133,Ints4,FBgn0026679,IntS4,15
ENSMUSG00000022325,Pop1,FBgn0026702,Pop1,16
ENSMUSG00000037993,Dhx38,FBgn0026713,l(1)G0007,16
ENSMUSG00000034254,Agpat1,FBgn0026718,Agpat2,10
ENSMUSG00000038156,Spon1,FBgn0026721,fat-spondin,13
ENSMUSG00000022191,Drosha,FBgn0026722,drosha,16
ENSMUSG00000030051,Aplf,FBgn0026737,CG6171,11
ENSMUSG00000040550,Otud6b,FBgn0026738,CG7857,15
ENSMUSG00000051582,Otud6a,FBgn0026738,CG7857,15
ENSMUSG00000057388,Mrpl18,FBgn0026741,mRpL18,15
ENSMUSG00000039770,Ypel5,FBgn0026749,Yippee,17
ENSMUSG00000051768,Xrcc1,FBgn0026751,XRCC1,10
ENSMUSG00000090124,Ugt1a7c,FBgn0026754,Ugt37C1,8
ENSMUSG00000005981,Trap1,FBgn0026761,Trap1,17
ENSMUSG00000028426,Rad23b,FBgn0026777,Rad23,16
ENSMUSG00000003813,Rad23a,FBgn0026777,Rad23,15
ENSMUSG00000022248,Rad1,FBgn0026778,Rad1,14
ENSMUSG00000039463,Slc9a8,FBgn0026787,Nhe1,16
ENSMUSG00000034674,Tdg,FBgn0026869,Thd1,10
ENSMUSG00000022679,Mpv17l,FBgn0026872,CG14777,9
ENSMUSG00000066042,Med18,FBgn0026873,MED18,15
ENSMUSG00000035842,Ddx11,FBgn0026876,CG11403,18
ENSMUSG00000091537,Tma7,FBgn0026879,CG13364,12
ENSMUSG00000039615,Stub1,FBgn0027052,STUB1,16
ENSMUSG00000025917,Cops5,FBgn0027053,CSN5,16
ENSMUSG00000035297,Cops4,FBgn0027054,CSN4,17
ENSMUSG00000019373,Cops3,FBgn0027055,CSN3,14
ENSMUSG00000025156,Gps1,FBgn0027057,CSN1b,15
ENSMUSG00000027479,Mapre1,FBgn0027066,Eb1,16
ENSMUSG00000029166,Mapre3,FBgn0027066,Eb1,16
ENSMUSG00000024277,Mapre2,FBgn0027066,Eb1,11
ENSMUSG00000032854,Ugt8a,FBgn0027070,Ugt36E1,10
ENSMUSG00000035780,Ugt2a3,FBgn0027073,Ugt49B1,11
ENSMUSG00000035836,Ugt2b1,FBgn0027073,Ugt49B1,11
ENSMUSG00000054545,Ugt1a6a,FBgn0027073,Ugt49B1,11
ENSMUSG00000057425,Ugt2b37,FBgn0027073,Ugt49B1,11
ENSMUSG00000089675,Ugt1a8,FBgn0027073,Ugt49B1,11
ENSMUSG00000089943,Ugt1a5,FBgn0027073,Ugt49B1,11
ENSMUSG00000090124,Ugt1a7c,FBgn0027073,Ugt49B1,11
ENSMUSG00000007029,Vars,FBgn0027079,ValRS,17
ENSMUSG00000028811,Yars,FBgn0027080,TyrRS,18
ENSMUSG00000022241,Tars,FBgn0027081,ThrRS,17
ENSMUSG00000030515,Tarsl2,FBgn0027081,ThrRS,14
ENSMUSG00000043572,Pars2,FBgn0027082,ProRS-m,16
ENSMUSG00000046994,Mars2,FBgn0027083,MetRS-m,17
ENSMUSG00000031948,Kars,FBgn0027084,LysRS,16
ENSMUSG00000035202,Lars2,FBgn0027085,LeuRS-m,17
ENSMUSG00000037851,Iars,FBgn0027086,IleRS,16
ENSMUSG00000001380,Hars,FBgn0027087,HisRS,16
ENSMUSG00000019143,Hars2,FBgn0027087,HisRS,14
ENSMUSG00000029777,Gars,FBgn0027088,GlyRS,16
ENSMUSG00000032604,Qars,FBgn0027090,GlnRS,16
ENSMUSG00000010755,Cars,FBgn0027091,CysRS,16
ENSMUSG00000018848,Rars,FBgn0027093,ArgRS,17
ENSMUSG00000031960,Aars,FBgn0027094,AlaRS,16
ENSMUSG00000032575,Manf,FBgn0027095,Manf,16
ENSMUSG00000039496,Cdnf,FBgn0027095,Manf,10
ENSMUSG00000028630,Dyrk2,FBgn0027101,Dyrk3,12
ENSMUSG00000016526,Dyrk3,FBgn0027101,Dyrk3,11
ENSMUSG00000033526,Ppip5k1,FBgn0027279,l(1)G0196,14
ENSMUSG00000040648,Ppip5k2,FBgn0027279,l(1)G0196,14
ENSMUSG00000021188,Trip11,FBgn0027287,Gmap,10
ENSMUSG00000032279,Idh3a,FBgn0027291,Idh3a,18
ENSMUSG00000074925,Ptar1,FBgn0027296,temp,12
ENSMUSG00000020698,Cct6b,FBgn0027329,CCT6,14
ENSMUSG00000029447,Cct6a,FBgn0027329,CCT6,14
ENSMUSG00000027185,Nat10,FBgn0027330,l(1)G0020,15
ENSMUSG00000020116,Pno1,FBgn0027334,l(1)G0004,16
ENSMUSG00000040022,Rab11fip2,FBgn0027335,Rip11,13
ENSMUSG00000051343,Rab11fip5,FBgn0027335,Rip11,11
ENSMUSG00000031488,Rab11fip1,FBgn0027335,Rip11,10
ENSMUSG00000021929,Kpna3,FBgn0027338,Kap-alpha3,16
ENSMUSG00000027782,Kpna4,FBgn0027338,Kap-alpha3,15
ENSMUSG00000049791,Fzd4,FBgn0027342,fz4,8
ENSMUSG00000024207,Acsbg2,FBgn0027348,bgm,15
ENSMUSG00000032281,Acsbg1,FBgn0027348,bgm,14
ENSMUSG00000021314,Amph,FBgn0027356,Amph,14
ENSMUSG00000024381,Bin1,FBgn0027356,Amph,13
ENSMUSG00000098112,Bin2,FBgn0027356,Amph,10
ENSMUSG00000089847,Timm10b,FBgn0027358,Tim9b,12
ENSMUSG00000110234,Timm10b,FBgn0027358,Tim9b,12
ENSMUSG00000039016,Timm8b,FBgn0027359,Tim8,15
ENSMUSG00000027076,Timm10,FBgn0027360,Tim10,17
ENSMUSG00000055371,Stam2,FBgn0027363,Stam,16
ENSMUSG00000026718,Stam,FBgn0027363,Stam,15
ENSMUSG00000034460,Six4,FBgn0027364,Six4,10
ENSMUSG00000020752,Recql5,FBgn0027375,RecQ5,15
ENSMUSG00000031422,Morf4l2,FBgn0027378,MRG15,14
ENSMUSG00000062270,Morf4l1,FBgn0027378,MRG15,14
ENSMUSG00000041215,Yeats2,FBgn0027490,D12,14
ENSMUSG00000048895,Cdk5r1,FBgn0027491,Cdk5alpha,13
ENSMUSG00000090071,Cdk5r2,FBgn0027491,Cdk5alpha,10
ENSMUSG00000021051,Ppp2r5e,FBgn0027492,wdb,17
ENSMUSG00000026626,Ppp2r5a,FBgn0027492,wdb,14
ENSMUSG00000024777,Ppp2r5b,FBgn0027492,wdb,12
ENSMUSG00000011148,Adssl1,FBgn0027493,AdSS,15
ENSMUSG00000015961,Adss,FBgn0027493,AdSS,13
ENSMUSG00000052146,Rps10,FBgn0027494,RpS10a,15
ENSMUSG00000018809,Smyd4,FBgn0027495,Smyd4-4,9
ENSMUSG00000055681,Cope,FBgn0027496,epsilonCOP,15
ENSMUSG00000029148,Nrbp1,FBgn0027497,Madm,17
ENSMUSG00000075590,Nrbp2,FBgn0027497,Madm,11
ENSMUSG00000047344,Lancl3,FBgn0027498,CG2061,16
ENSMUSG00000030213,Atf7ip,FBgn0027499,wde,12
ENSMUSG00000042185,Nfrkb,FBgn0027503,CG11970,12
ENSMUSG00000039318,Rab3gap2,FBgn0027505,Rab3-GAP,16
ENSMUSG00000030269,Mtmr14,FBgn0027506,EDTP,12
ENSMUSG00000026584,Scyl3,FBgn0027507,CG1344,14
ENSMUSG00000031529,Tnks,FBgn0027508,Tnks,16
ENSMUSG00000024811,Tnks2,FBgn0027508,Tnks,13
ENSMUSG00000039230,Tbcd,FBgn0027509,TBCD,17
ENSMUSG00000020802,Ube2o,FBgn0027512,CG10254,12
ENSMUSG00000027784,Ppm1l,FBgn0027515,CG7115,16
ENSMUSG00000025737,Wdr24,FBgn0027518,Wdr24,18
ENSMUSG00000061559,Wdr61,FBgn0027524,CG3909,14
ENSMUSG00000019814,Ltv1,FBgn0027525,LTV1,16
ENSMUSG00000041231,Ublcp1,FBgn0027526,Ublcp1,16
ENSMUSG00000035517,Tdrd7,FBgn0027529,tapas,8
ENSMUSG00000021978,Extl3,FBgn0027535,botv,18
ENSMUSG00000032939,Nup93,FBgn0027537,Nup93-1,13
ENSMUSG00000028541,B4galt2,FBgn0027538,beta4GalNAcTA,16
ENSMUSG00000028413,B4galt1,FBgn0027538,beta4GalNAcTA,14
ENSMUSG00000022793,B4galt4,FBgn0027538,beta4GalNAcTA,12
ENSMUSG00000022999,Lmbr1l,FBgn0027539,lili,16
ENSMUSG00000010721,Lmbr1,FBgn0027539,lili,14
ENSMUSG00000057777,Mab21l2,FBgn0027546,CG4766,16
ENSMUSG00000056947,Mab21l1,FBgn0027546,CG4766,14
ENSMUSG00000074102,Rbm15b,FBgn0027548,nito,15
ENSMUSG00000048109,Rbm15,FBgn0027548,nito,14
ENSMUSG00000001472,Tcf25,FBgn0027549,Nulp1,16
ENSMUSG00000013465,Nelfb,FBgn0027553,NELF-B,14
ENSMUSG00000026353,Ubxn4,FBgn0027554,CG8042,12
ENSMUSG00000056133,Unc93a2,FBgn0027556,CG4928,17
ENSMUSG00000067049,Unc93a,FBgn0027556,CG4928,15
ENSMUSG00000002668,Dennd1c,FBgn0027561,CG18659,12
ENSMUSG00000035392,Dennd1a,FBgn0027561,CG18659,12
ENSMUSG00000056268,Dennd1b,FBgn0027561,CG18659,11
ENSMUSG00000052395,Rft1,FBgn0027564,CG3149,16
ENSMUSG00000034190,Chmp7,FBgn0027565,CG5498,12
ENSMUSG00000020114,Cand1,FBgn0027568,Cand1,16
ENSMUSG00000030319,Cand2,FBgn0027568,Cand1,15
ENSMUSG00000021669,Cert1,FBgn0027569,cert,18
ENSMUSG00000057530,Ece1,FBgn0027570,Nep2,8
ENSMUSG00000020777,Acox1,FBgn0027572,CG5009,15
ENSMUSG00000021751,Acox2,FBgn0027572,CG5009,10
ENSMUSG00000049516,Spty2d1,FBgn0027574,CG5815,10
ENSMUSG00000039809,Gabbr2,FBgn0027575,GABA-B-R2,14
ENSMUSG00000024978,Gpam,FBgn0027579,mino,17
ENSMUSG00000046338,Gpat2,FBgn0027579,mino,10
ENSMUSG00000024892,Pcx,FBgn0027580,PCB,17
ENSMUSG00000040957,Cables1,FBgn0027581,CG6191,13
ENSMUSG00000038990,Cables2,FBgn0027581,CG6191,11
ENSMUSG00000031862,Atp13a1,FBgn0027582,CG6230,18
ENSMUSG00000042569,Dhrs7b,FBgn0027583,CG7601,16
ENSMUSG00000021413,Prpf4b,FBgn0027587,CG7028,14
ENSMUSG00000071650,Ganab,FBgn0027588,GCS2alpha,16
ENSMUSG00000062646,Ganc,FBgn0027588,GCS2alpha,12
ENSMUSG00000024957,Kcnk4,FBgn0027589,CG1688,8
ENSMUSG00000012114,Med15,FBgn0027592,MED15,15
ENSMUSG00000024593,Megf10,FBgn0027594,drpr,16
ENSMUSG00000036466,Megf11,FBgn0027594,drpr,15
ENSMUSG00000032702,Kank1,FBgn0027596,Kank,13
ENSMUSG00000032194,Kank2,FBgn0027596,Kank,10
ENSMUSG00000042099,Kank3,FBgn0027596,Kank,10
ENSMUSG00000051335,Gfod1,FBgn0027597,CG17712,16
ENSMUSG00000013150,Gfod2,FBgn0027597,CG17712,14
ENSMUSG00000040990,Sh3kbp1,FBgn0027598,cindr,11
ENSMUSG00000061665,Cd2ap,FBgn0027598,cindr,11
ENSMUSG00000044224,Dnajc21,FBgn0027599,CG2790,15
ENSMUSG00000026806,Ddx31,FBgn0027602,CG8611,16
ENSMUSG00000033075,Senp1,FBgn0027603,Ulp1,10
ENSMUSG00000057116,Semp2l2a,FBgn0027603,Ulp1,10
ENSMUSG00000069712,Semp2l2b,FBgn0027603,Ulp1,10
ENSMUSG00000035765,Dym,FBgn0027607,CG8230,16
ENSMUSG00000025792,Slc25a10,FBgn0027610,Dic1,16
ENSMUSG00000005142,Man2b1,FBgn0027611,LManII,18
ENSMUSG00000000959,Oxa1l,FBgn0027615,OXA1L,17
ENSMUSG00000035851,Ythdc1,FBgn0027616,Ythdc1,12
ENSMUSG00000015757,Ppil4,FBgn0027617,CG5808,14
ENSMUSG00000043424,Eif3j2,FBgn0027619,eIF3j,16
ENSMUSG00000027236,Eif3j1,FBgn0027619,eIF3j,15
ENSMUSG00000035021,Baz1a,FBgn0027620,Acf,15
ENSMUSG00000025271,Pfkfb1,FBgn0027621,Pfrx,15
ENSMUSG00000026773,Pfkfb3,FBgn0027621,Pfrx,15
ENSMUSG00000025648,Pfkfb4,FBgn0027621,Pfrx,13
ENSMUSG00000026409,Pfkfb2,FBgn0027621,Pfrx,13
ENSMUSG00000036764,Dnajc12,FBgn0027654,jdp,13
ENSMUSG00000029104,Htt,FBgn0027655,htt,14
ENSMUSG00000020810,Cygb,FBgn0027657,glob1,8
ENSMUSG00000033793,Atp6v1h,FBgn0027779,VhaSFD,16
ENSMUSG00000055923,Aasdh,FBgn0027780,Aasdh,16
ENSMUSG00000028312,Smc2,FBgn0027783,SMC2,15
ENSMUSG00000039449,Prpf18,FBgn0027784,Prp18,16
ENSMUSG00000031059,Ndufb11,FBgn0027785,NP15.6,13
ENSMUSG00000061633,Ndufb11b,FBgn0027785,NP15.6,12
ENSMUSG00000027282,Mtch2,FBgn0027786,Mtch,16
ENSMUSG00000024012,Mtch1,FBgn0027786,Mtch,13
ENSMUSG00000032744,Heyl,FBgn0027788,Hey,12
ENSMUSG00000040289,Hey1,FBgn0027788,Hey,12
ENSMUSG00000019789,Hey2,FBgn0027788,Hey,11
ENSMUSG00000020260,Pofut2,FBgn0027791,O-fut2,16
ENSMUSG00000034088,Hdlbp,FBgn0027835,Dp1,15
ENSMUSG00000062791,Gm382,FBgn0027835,Dp1,10
ENSMUSG00000042535,Gtpbp1,FBgn0027836,Dgp-1,17
ENSMUSG00000031256,Cstf2,FBgn0027841,CstF64,14
ENSMUSG00000053536,Cstf2t,FBgn0027841,CstF64,14
ENSMUSG00000027562,Car2,FBgn0027844,CAH1,15
ENSMUSG00000031883,Car7,FBgn0027844,CAH1,14
ENSMUSG00000025317,Car5a,FBgn0027844,CAH1,13
ENSMUSG00000027556,Car1,FBgn0027844,CAH1,13
ENSMUSG00000031373,Car5b,FBgn0027844,CAH1,13
ENSMUSG00000030271,Ogg1,FBgn0027864,Ogg1,16
ENSMUSG00000037706,Cd81,FBgn0027865,Tsp96F,10
ENSMUSG00000052798,Nup107,FBgn0027868,Nup107,15
ENSMUSG00000040430,Pitpnc1,FBgn0027872,rdgBbeta,16
ENSMUSG00000041781,Cpsf2,FBgn0027873,Cpsf100,16
ENSMUSG00000021115,Vrk1,FBgn0027889,ball,15
ENSMUSG00000064090,Vrk2,FBgn0027889,ball,12
ENSMUSG00000020471,Pold2,FBgn0027903,Pol31,16
ENSMUSG00000034424,Gcsh,FBgn0027945,ppl,15
ENSMUSG00000040549,Ckap5,FBgn0027948,msps,16
ENSMUSG00000024513,Mbd2,FBgn0027950,MBD-like,16
ENSMUSG00000035478,Mbd3,FBgn0027950,MBD-like,16
ENSMUSG00000055817,Mta3,FBgn0027951,MTA1-like,15
ENSMUSG00000071646,Mta2,FBgn0027951,MTA1-like,15
ENSMUSG00000021144,Mta1,FBgn0027951,MTA1-like,14
ENSMUSG00000025485,Ric8a,FBgn0028292,ric8a,15
ENSMUSG00000035620,Ric8b,FBgn0028292,ric8a,15
ENSMUSG00000031299,Pdha1,FBgn0028325,Pdha,16
ENSMUSG00000047674,Pdha2,FBgn0028325,Pdha,15
ENSMUSG00000021427,Ssr1,FBgn0028327,l(1)G0320,16
ENSMUSG00000017417,Plxdc1,FBgn0028331,l(1)G0289,15
ENSMUSG00000026748,Plxdc2,FBgn0028331,l(1)G0289,15
ENSMUSG00000032290,Ptpn9,FBgn0028341,Ptpmeg2,12
ENSMUSG00000003072,Atp5d,FBgn0028342,ATPsyndelta,16
ENSMUSG00000029501,Ankle2,FBgn0028343,Ankle2,12
ENSMUSG00000029283,Cdc7,FBgn0028360,Cdc7,15
ENSMUSG00000032036,Kirrel3,FBgn0028369,kirre,14
ENSMUSG00000036915,Kirrel2,FBgn0028369,kirre,12
ENSMUSG00000041734,Kirrel,FBgn0028369,kirre,12
ENSMUSG00000036352,Ubac1,FBgn0028372,isopeptidase-T-3,12
ENSMUSG00000047719,Ubiad1,FBgn0028375,heix,16
ENSMUSG00000024091,Vapa,FBgn0028379,fan,8
ENSMUSG00000027639,Samhd1,FBgn0028380,fal,11
ENSMUSG00000028651,Ppie,FBgn0028382,cyp33,12
ENSMUSG00000038909,Kat7,FBgn0028387,chm,16
ENSMUSG00000037573,Tob1,FBgn0028397,Tob,14
ENSMUSG00000048546,Tob2,FBgn0028397,Tob,12
ENSMUSG00000043866,Taf10,FBgn0028398,Taf10,12
ENSMUSG00000019877,Serinc1,FBgn0028399,TMS1,16
ENSMUSG00000017707,Serinc3,FBgn0028399,TMS1,15
ENSMUSG00000023232,Serinc2,FBgn0028399,TMS1,14
ENSMUSG00000024261,Syt4,FBgn0028400,Syt4,12
ENSMUSG00000068923,Syt11,FBgn0028400,Syt4,12
