"","gene_id","Gene name","description","Datasets with significant neurite enrichment (p<0.1)","Average of significant (p<0.1) log2 enrichment","Datasets with neurite TPM > 10","Detection Rank (extended Table1)","Exclusive significant enrichment in specific cells","Studies with neurite ribosome association","primary motor neurons B","Ascl1 induced neurons B","primary dorsal root ganglia","neuroblastoma line CAD","primary cortical neurons B","neuroblastoma line N2A","Ascl1 induced neurons A","primary motor neurons C","iPSC derived motor neurons","hippocampal tissue B","hippocampal tissue C","Zappulo2017_loc.translation","Shigeoka2016_loc.translation","Ouwenga2017_loc.translation","Ainsley2014_loc.translation"
"8485","ENSMUSG00000008658","Rbfox1","RNA binding protein, fox-1 homolog (C. elegans) 1 [Source:MGI Symbol;Acc:MGI:1926224]","0","-1.715955072473","9","3670","not exclusive","0","-2.10915914330699","-2.09551298764585","-1.0846888255629","","","","-2.91444580269972","","","-0.517627624568281","-1.57429605105425","","","",""
"8484","ENSMUSG00000025959","Klf7","Kruppel-like factor 7 (ubiquitous) [Source:MGI Symbol;Acc:MGI:1935151]","0","-1.71583590462387","7","6225","not exclusive","1","","-1.62836012984707","-2.24671079124371","","","","-1.26461847205755","-1.72365422534716","","","","","0.592491200625733","",""
"6766","ENSMUSG00000022773","Ypel1","yippee like 1 [Source:MGI Symbol;Acc:MGI:1913303]","1","-1.71365309632556","3","10424","Non-primary","0","","-2.40045981276468","","","","","-3.07204639982167","","0.331546923609657","","","","","",""
"8483","ENSMUSG00000026442","Nfasc","neurofascin [Source:MGI Symbol;Acc:MGI:104753]","0","-1.71264283669004","8","4542","not exclusive","1","-1.51295079461044","-2.48830461622777","-1.99600023055221","","-0.465465130232282","","-2.1004934118275","","","","","","0.625733281188893","",""
"8482","ENSMUSG00000032192","Gnb5","guanine nucleotide binding protein (G protein), beta 5 [Source:MGI Symbol;Acc:MGI:101848]","0","-1.71245651660502","9","4155","not exclusive","1","","-2.09889040252611","","","","","-1.94638024155929","","","","-1.09209890572967","","0.331638639030113","",""
"8481","ENSMUSG00000010476","Ebf3","early B cell factor 3 [Source:MGI Symbol;Acc:MGI:894289]","0","-1.70748929291774","7","6066","not exclusive","1","-2.08707037347658","-2.1063481953094","","-0.924519347993781","","-0.986623715983117","-2.43288483182583","","","","","","0.43097379741885","",""
"8480","ENSMUSG00000023960","Enpp5","ectonucleotide pyrophosphatase/phosphodiesterase 5 [Source:MGI Symbol;Acc:MGI:1933830]","0","-1.70738952913645","5","7513","not exclusive","0","-2.20792681812611","-2.36077083926186","-2.06318476991598","","-1.09276992480014","","-2.03513609006515","","","","-0.484548732649479","","","",""
"8479","ENSMUSG00000029757","Dync1i1","dynein cytoplasmic 1 intermediate chain 1 [Source:MGI Symbol;Acc:MGI:107743]","0","-1.70444630963112","4","8923","not exclusive","1","-3.68100891892099","-1.50457331538219","-2.17148325694339","","-0.681483609840186","","","","","-0.571891575201627","-1.6162371814983","","0.196323816973015","",""
"8478","ENSMUSG00000021432","Slc35b3","solute carrier family 35, member B3 [Source:MGI Symbol;Acc:MGI:1913978]","0","-1.70325070786913","6","7075","Primary","0","","","-1.70325070786913","","","","","","","","","","","",""
"8477","ENSMUSG00000063887","Nlgn1","neuroligin 1 [Source:MGI Symbol;Acc:MGI:2179435]","0","-1.70216016407771","4","8495","not exclusive","0","-1.47197159744506","-1.95752843368377","","","-0.900899019223651","","-2.87933479504859","","","","-1.30106697498747","","","",""
"8476","ENSMUSG00000046204","Pnma2","paraneoplastic antigen MA2 [Source:MGI Symbol;Acc:MGI:2444129]","0","-1.69747260251975","4","8801","not exclusive","0","","-1.90002464129276","-2.14690724979408","","-0.485921135155997","","-2.68787670398331","","","","-1.26663328237259","","","",""
"8475","ENSMUSG00000044647","Csrnp3","cysteine-serine-rich nuclear protein 3 [Source:MGI Symbol;Acc:MGI:1925021]","0","-1.69619141024262","5","7650","not exclusive","0","-2.39703615866964","-1.2664247772781","-1.8783869558701","-1.25518587979344","","-1.07356542134992","-3.0849961611177","","","","-0.91774451761945","","","",""
"8474","ENSMUSG00000059991","Nptx2","neuronal pentraxin 2 [Source:MGI Symbol;Acc:MGI:1858209]","0","-1.6961266873698","4","8682","Primary","1","-2.76722477175103","","-1.59176748382825","","","","","","","-0.547114507317688","-1.87839998658223","","","","0.69659788064696"
"8473","ENSMUSG00000035864","Syt1","synaptotagmin I [Source:MGI Symbol;Acc:MGI:99667]","0","-1.69559345983941","10","2612","not exclusive","0","-2.76153388749308","-2.34476031730197","-3.25602001201279","-1.23373119417464","-0.488842272125599","-1.10743124887786","-2.11115683645983","","","-0.674968153716157","-1.28189721639279","","","",""
"8472","ENSMUSG00000030519","Apba2","amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:MGI Symbol;Acc:MGI:1261791]","0","-1.69438933576265","9","3615","not exclusive","1","-1.71597632761335","-2.23792171248714","-0.94863739900847","","","","-2.50448901926278","","","","-1.06492222044149","","0.81071568244036","",""
"8471","ENSMUSG00000031840","Rab3a","RAB3A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97843]","0","-1.69363676615418","12","1345","not exclusive","2","-2.89700662384305","-1.96237653410891","-0.72457713070047","","","","-1.48662179606674","","","","-1.39760174605173","","0.363316386390301","","0.415504740658115"
"6765","ENSMUSG00000030500","Slc17a6","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6 [Source:MGI Symbol;Acc:MGI:2156052]","1","-1.69070012103311","5","8091","not exclusive","0","-2.10249465875135","-2.16964955771533","-3.55440203990876","","-1.25841656438697","","-3.22096255928292","","","","2.1617246538467","","","",""
"8470","ENSMUSG00000053137","Mapk11","mitogen-activated protein kinase 11 [Source:MGI Symbol;Acc:MGI:1338024]","0","-1.68984374273252","5","7708","not exclusive","1","","-2.29598016083001","-1.08478251560328","","","","-2.32692548739178","","","","-1.051686807105","","0.423543214704732","",""
"8469","ENSMUSG00000032850","Rnft2","ring finger protein, transmembrane 2 [Source:MGI Symbol;Acc:MGI:2442859]","0","-1.68968116865443","6","6711","not exclusive","0","","-2.64346569012636","-1.77226839902065","","","","-1.40018429745617","","","","-0.942806288014524","","","",""
"8468","ENSMUSG00000001227","Sema6b","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:MGI Symbol;Acc:MGI:1202889]","0","-1.68945906899145","5","7560","not exclusive","0","-2.79771984355399","-2.71152218330776","","","","","-1.86198244166565","","-0.581185808084301","","-0.494885068345536","","","",""
"8467","ENSMUSG00000029651","Mtus2","microtubule associated tumor suppressor candidate 2 [Source:MGI Symbol;Acc:MGI:1915388]","0","-1.68783999332509","5","8044","not exclusive","1","","-2.16447359344027","-0.813216267721076","","","","-2.08583011881393","","","","","","0.65350019554165","",""
"8466","ENSMUSG00000006731","B4galnt1","beta-1,4-N-acetyl-galactosaminyl transferase 1 [Source:MGI Symbol;Acc:MGI:1342057]","0","-1.68066245993536","6","6765","not exclusive","1","-2.32163695971723","-1.78113164208429","","","","","","","","","-0.939218778004574","","","","0.285554935861684"
"8465","ENSMUSG00000021895","Arhgef3","Rho guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:1918954]","0","-1.67667536042559","4","9439","Primary","1","","","","","","","","","","","-1.67667536042559","0.343350864012021","","",""
"8464","ENSMUSG00000042992","Borcs5","BLOC-1 related complex subunit 5 [Source:MGI Symbol;Acc:MGI:1915024]","0","-1.67078924082137","7","6054","not exclusive","0","","-1.52406768383513","","","","","","","","","-1.81751079780761","","","",""
"8463","ENSMUSG00000034780","B3galt1","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1349403]","0","-1.66954423426481","4","9497","not exclusive","0","-2.55861072762858","","-3.02140593595202","-1.96461219360871","-0.581422353177015","-1.20614637378037","-1.85347338385226","","","","-0.501138671854687","","","",""
"8462","ENSMUSG00000022454","Nell2","NEL-like 2 [Source:MGI Symbol;Acc:MGI:1858510]","0","-1.66823605071563","7","5337","not exclusive","0","","-2.28827582069549","-0.741583701394909","","-1.01411505469553","","-2.76004799104018","","","-0.645690224602744","-2.55970351186495","","","",""
"8461","ENSMUSG00000095247","Ccl27a","chemokine (C-C motif) ligand 27A [Source:MGI Symbol;Acc:MGI:1343459]","0","-1.66758479942855","4","8913","not exclusive","0","-1.95167926231825","","","","","","-2.19474027580045","","","","-0.856334860166969","","","",""
"8460","ENSMUSG00000022340","Sybu","syntabulin (syntaxin-interacting) [Source:MGI Symbol;Acc:MGI:2442392]","0","-1.66712815724145","3","10433","Primary","0","","","-2.06184765493239","","","","","","","","-1.2724086595505","","","",""
"6764","ENSMUSG00000038453","Srcin1","SRC kinase signaling inhibitor 1 [Source:MGI Symbol;Acc:MGI:1933179]","1","-1.66631742537268","5","7756","not exclusive","1","-2.59272212410511","-2.44675447883198","-2.04904168166076","","","","-2.4654069973444","","","","1.22233815507883","","0.44622604614783","",""
"8459","ENSMUSG00000035235","Trim13","tripartite motif-containing 13 [Source:MGI Symbol;Acc:MGI:1913847]","0","-1.66512467984385","3","10486","not exclusive","0","","-1.14691672689145","-2.66539306896997","","-0.97317871916411","","-1.87501020434985","","","","","","","",""
"6763","ENSMUSG00000027499","Pkia","protein kinase inhibitor, alpha [Source:MGI Symbol;Acc:MGI:104747]","1","-1.66153882892208","12","1384","not exclusive","0","-2.4560664840419","-2.30046894445823","-0.816168371429576","","","-2.03101827304874","-3.30646076170771","","0.377347146114528","","-1.09793611388293","","","",""
"8458","ENSMUSG00000042751","Nmnat2","nicotinamide nucleotide adenylyltransferase 2 [Source:MGI Symbol;Acc:MGI:2444155]","0","-1.66139696397583","10","2865","not exclusive","1","-1.29418991091676","-1.87556577833773","-0.879973793943123","","","","-2.5958583727057","","","","","","0.0844739929605006","",""
"6762","ENSMUSG00000034656","Cacna1a","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:MGI Symbol;Acc:MGI:109482]","1","-1.65961969464613","7","5484","not exclusive","0","","-2.14220147661877","-2.95032671540459","","","","-2.37638472959871","","0.830434143037538","","","","","",""
"6761","ENSMUSG00000055629","B4galnt4","beta-1,4-N-acetyl-galactosaminyl transferase 4 [Source:MGI Symbol;Acc:MGI:2652891]","1","-1.65920912225023","10","3108","not exclusive","0","","-3.14337106905841","-2.01462144873534","","0.574771945217842","","-2.36605905286981","","","","-1.3467659858054","","","",""
"6760","ENSMUSG00000031285","Dcx","doublecortin [Source:MGI Symbol;Acc:MGI:1277171]","1","-1.65257233385936","11","1860","not exclusive","1","-2.62337879793523","-1.76752573459852","-1.29564695482579","","","","-2.98001497319934","","0.40370479126209","","","","0.720375439968713","",""
"8457","ENSMUSG00000061576","Dpp6","dipeptidylpeptidase 6 [Source:MGI Symbol;Acc:MGI:94921]","0","-1.65075009820236","7","5474","not exclusive","0","-1.98073156763303","-1.84747664000223","-1.66222829850162","","-0.752586947269576","","-1.99641688967027","","","","-1.66506024613741","","","",""
"8456","ENSMUSG00000025020","Slit1","slit guidance ligand 1 [Source:MGI Symbol;Acc:MGI:1315203]","0","-1.64942482361812","6","6702","not exclusive","0","-1.43647022452654","-1.95549727886104","-1.22270009671551","","","","","","","","-1.98303169436938","","","",""
"8455","ENSMUSG00000055862","Izumo4","IZUMO family member 4 [Source:MGI Symbol;Acc:MGI:1918814]","0","-1.64915381979092","3","10955","not exclusive","0","","","-2.35425058085612","","","","-0.944057058725726","","","","","","","",""
"8454","ENSMUSG00000063873","Slc24a3","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:2137513]","0","-1.64717586768185","5","7472","not exclusive","0","-1.87897104372719","-1.8108641106805","","","","","","","","","-1.25169244863785","","","",""
"8453","ENSMUSG00000024112","Cacna1h","calcium channel, voltage-dependent, T type, alpha 1H subunit [Source:MGI Symbol;Acc:MGI:1928842]","0","-1.64545104468666","7","5569","not exclusive","0","-1.57394133103128","","-1.52931905285323","","","","-1.83309275017546","","","","","","","",""
"8452","ENSMUSG00000019831","Wasf1","WAS protein family, member 1 [Source:MGI Symbol;Acc:MGI:1890563]","0","-1.64465889627279","9","3568","not exclusive","1","-1.73093671367283","-1.68065665344291","","","","","","","","-0.65215015718825","-2.51489206078719","","0.924912006257333","",""
"8451","ENSMUSG00000028222","Calb1","calbindin 1 [Source:MGI Symbol;Acc:MGI:88248]","0","-1.64374132252658","4","8594","not exclusive","0","","-2.07926917429291","-1.03435266826282","","","","","","","","-1.817602125024","","","",""
"8450","ENSMUSG00000006651","Aplp1","amyloid beta (A4) precursor-like protein 1 [Source:MGI Symbol;Acc:MGI:88046]","0","-1.64053977270957","12","967","not exclusive","1","-2.53058616134572","-1.56308029673918","-1.55703634363098","","","","-0.911456289122399","","","","","","0.0723504106374658","",""
"6759","ENSMUSG00000003273","Car11","carbonic anhydrase 11 [Source:MGI Symbol;Acc:MGI:1336193]","1","-1.639628204931","7","5601","not exclusive","1","","-4.56678891939429","-0.824561141874567","","","","","","0.472465446475867","","","","0.130230739147438","",""
"8449","ENSMUSG00000042258","Isl1","ISL1 transcription factor, LIM/homeodomain [Source:MGI Symbol;Acc:MGI:101791]","0","-1.63735955828626","4","9068","not exclusive","0","","-0.961098009437579","-2.08106035459513","","","","-1.86992031082607","","","","","","","",""
"8448","ENSMUSG00000037239","Spred3","sprouty-related EVH1 domain containing 3 [Source:MGI Symbol;Acc:MGI:2142186]","0","-1.63438840498117","6","6981","not exclusive","1","","-2.34992373121518","-0.918853078747151","","","","","","","","","","0.955416503715291","",""
"8447","ENSMUSG00000029470","P2rx4","purinergic receptor P2X, ligand-gated ion channel 4 [Source:MGI Symbol;Acc:MGI:1338859]","0","-1.63319035918642","3","10931","Primary","1","","","-1.32203565310431","","","","","-1.94434506526854","","","","0.377911344853494","","",""
"8446","ENSMUSG00000041020","Map7d2","MAP7 domain containing 2 [Source:MGI Symbol;Acc:MGI:1917474]","0","-1.62954751249039","8","4631","not exclusive","0","-2.21229837708199","-1.82968454268752","-1.40361966186912","","","","-2.80159824317418","","","-0.750483756741021","-0.779600493388528","","","",""
"6758","ENSMUSG00000055421","Pcdh9","protocadherin 9 [Source:MGI Symbol;Acc:MGI:1306801]","1","-1.62942065268928","5","7874","not exclusive","0","","-2.89068621679051","-2.88253590703072","","-0.9442341140001","","-2.65266978087941","","0.371170238737229","","-0.777568136172176","","","",""
"6757","ENSMUSG00000032589","Bsn","bassoon [Source:MGI Symbol;Acc:MGI:1277955]","1","-1.62887565365721","7","5375","not exclusive","2","-2.14478784080501","-2.8043925903904","-1.99834227471448","","","","","","0.432020091281057","","","","","0.535947712418301","0.654768544339096"
"8445","ENSMUSG00000072966","Gprasp2","G protein-coupled receptor associated sorting protein 2 [Source:MGI Symbol;Acc:MGI:2442071]","0","-1.62703269399986","9","4134","not exclusive","1","-1.64093669211911","-2.51076543497428","-1.17769186518123","","-0.629793248497853","","-2.17597622922682","","","","","","0.149002737583105","",""
"8444","ENSMUSG00000055373","Fut9","fucosyltransferase 9 [Source:MGI Symbol;Acc:MGI:1330859]","0","-1.62321652682658","3","10484","Primary","0","-1.62321652682658","","","","","","","","","","","","","",""
"6756","ENSMUSG00000025889","Snca","synuclein, alpha [Source:MGI Symbol;Acc:MGI:1277151]","1","-1.62092628015712","12","1441","not exclusive","1","-2.0015866993796","-1.34831680065758","","","0.40963451977634","","-3.4820521639825","","","-0.751101716275074","-2.55213482042428","","0.136096988658584","",""
"8443","ENSMUSG00000034648","Lrrn1","leucine rich repeat protein 1, neuronal [Source:MGI Symbol;Acc:MGI:106038]","0","-1.6174327340813","8","4545","not exclusive","0","","-2.06825637133663","-2.94698509700388","","-0.69774939435893","","-2.98998386448078","-1.1576040507969","-0.398964184136082","","-1.06248617645585","","","",""
"8442","ENSMUSG00000021087","Rtn1","reticulon 1 [Source:MGI Symbol;Acc:MGI:1933947]","0","-1.61712845523156","15","109","not exclusive","1","-2.02375880784535","-2.15154614192646","-2.28382807355267","","-0.65872980532732","","-2.07831975364731","","","-0.49717675146798","-1.62653985285383","","0.589362534219789","",""
"8441","ENSMUSG00000025586","Cpeb1","cytoplasmic polyadenylation element binding protein 1 [Source:MGI Symbol;Acc:MGI:108442]","0","-1.61616489209804","5","7422","not exclusive","0","","-2.48385213523846","-2.44812851083736","-0.94197434862255","","-0.867620615785958","","-1.51846063338858","","","-1.43695310871533","","","",""
"8440","ENSMUSG00000042734","Ttc9","tetratricopeptide repeat domain 9 [Source:MGI Symbol;Acc:MGI:1916730]","0","-1.61529559536698","5","8195","Primary","0","","","-1.61529559536698","","","","","","","","","","","",""
