ensembl_gene_id	Gene	flygene	flygenename	soma_log2FC	neurite_log2FC	log2FC_LR_v1	pvalue_v1	minusdox_log2LR	plusdox_log2LR	log2FC_LR_v2	pvalue_v2	log2FC_LR_final	pvalue_final	pvalue.adjust	CLIPin3UTR
ENSMUSG00000071379	Hpcal1	FBgn0036926	CG7646	-6.79e-01	-6.42e-01	 0.037488	 6.80e-01	 2.86e-01	 3.24e-01	 0.037488	 6.69e-01	 0.037488	 6.80e-01	 8.61e-01	no
ENSMUSG00000071379	Hpcal1	FBgn0039380	CG5890	-6.79e-01	-6.42e-01	 0.037488	 6.80e-01	 2.86e-01	 3.24e-01	 0.037488	 6.69e-01	 0.037488	 6.80e-01	 8.61e-01	no
ENSMUSG00000042496	Prdm10			-1.32e-02	-5.25e-03	 0.008021	 9.48e-01	-8.39e-01	-8.31e-01	 0.008021	 9.61e-01	 0.008021	 9.61e-01	 9.84e-01	no
ENSMUSG00000025268	Maged2	FBgn0037481	MAGE	-4.09e-01	-3.95e-01	 0.014334	 8.73e-01	 2.59e-01	 2.73e-01	 0.014152	 8.86e-01	 0.014152	 8.86e-01	 9.54e-01	no
ENSMUSG00000052681	Rap1b			-4.21e-02	-2.12e-01	-0.170047	 1.64e-02	 4.13e-01	 2.43e-01	-0.170124	 2.40e-02	-0.170124	 2.40e-02	 1.42e-01	yes
ENSMUSG00000029016	Clcn6	FBgn0036566	ClC-c	-7.41e-02	-1.22e-01	-0.047616	 5.83e-01	-9.47e-01	-9.95e-01	-0.047484	 5.86e-01	-0.047484	 5.86e-01	 8.07e-01	yes
ENSMUSG00000029462	Vps29	FBgn0031310	Vps29	 2.53e-02	 2.16e-03	-0.023157	 7.87e-01	 6.51e-01	 6.28e-01	-0.023157	 7.91e-01	-0.023157	 7.91e-01	 9.14e-01	no
ENSMUSG00000067547	Gm7666			-5.69e-02	-1.42e-01	-0.085483	 4.10e-01	 7.05e-01	 6.20e-01	-0.085511	 3.89e-01	-0.085483	 4.10e-01	 6.88e-01	no
ENSMUSG00000022779	Top3b	FBgn0026015	Top3beta	 1.16e-02	 7.42e-02	 0.062502	 5.09e-01	-2.92e-01	-2.30e-01	 0.062502	 5.32e-01	 0.062502	 5.32e-01	 7.73e-01	no
ENSMUSG00000024927	Rela	FBgn0011274	Dif	 1.03e-01	 3.55e-02	-0.068043	 4.81e-01	-9.01e-03	-7.70e-02	-0.068046	 5.16e-01	-0.068046	 5.16e-01	 7.65e-01	no
ENSMUSG00000024927	Rela	FBgn0260632	dl	 1.03e-01	 3.55e-02	-0.068043	 4.81e-01	-9.01e-03	-7.70e-02	-0.068046	 5.16e-01	-0.068046	 5.16e-01	 7.65e-01	no
ENSMUSG00000027677	Ttc14	FBgn0037855	CG6621	 1.87e-01	 3.25e-01	 0.138202	 1.72e-01	-1.43e-01	-4.44e-03	 0.138202	 2.44e-01	 0.138202	 2.44e-01	 5.40e-01	yes
ENSMUSG00000036990	Otud4	FBgn0031622	CG3251	 7.75e-02	 3.29e-01	 0.251329	 8.81e-03	-8.61e-01	-6.10e-01	 0.251453	 3.19e-03	 0.251329	 8.81e-03	 7.62e-02	no
ENSMUSG00000036990	Otud4	FBgn0003023	otu	 7.75e-02	 3.29e-01	 0.251329	 8.81e-03	-8.61e-01	-6.10e-01	 0.251453	 3.19e-03	 0.251329	 8.81e-03	 7.62e-02	no
ENSMUSG00000036990	Otud4	FBgn0026738	CG7857	 7.75e-02	 3.29e-01	 0.251329	 8.81e-03	-8.61e-01	-6.10e-01	 0.251453	 3.19e-03	 0.251329	 8.81e-03	 7.62e-02	no
ENSMUSG00000038916	Soga3			-6.62e-02	-8.68e-02	-0.020574	 8.20e-01	-4.31e-01	-4.51e-01	-0.020574	 8.26e-01	-0.020574	 8.26e-01	 9.27e-01	yes
ENSMUSG00000022351	Sqle			-2.20e-01	 5.53e-02	 0.275689	 6.46e-05	-3.61e-01	-8.57e-02	 0.275689	 5.13e-05	 0.275689	 6.46e-05	 2.14e-03	no
ENSMUSG00000001366	Fbxo9	FBgn0038056	CG5961	 2.64e-01	 3.08e-01	 0.042815	 7.84e-01	-9.59e-02	-5.27e-02	 0.043523	 7.79e-01	 0.042815	 7.84e-01	 9.11e-01	no
ENSMUSG00000036955	Kifbp	FBgn0031659	CG14043	 8.95e-01	 3.84e-01	-0.511691	 2.04e-10	 5.59e-02	-4.56e-01	-0.511608	 4.52e-09	-0.511608	 4.52e-09	 5.24e-07	no
ENSMUSG00000040771	Oard1	FBgn0053056	CG33056	-8.59e-02	 1.96e-01	 0.281332	 7.62e-02	 5.06e-01	 7.87e-01	 0.281580	 5.19e-02	 0.281332	 7.62e-02	 2.79e-01	no
ENSMUSG00000040771	Oard1	FBgn0053054	CG33054	-8.59e-02	 1.96e-01	 0.281332	 7.62e-02	 5.06e-01	 7.87e-01	 0.281580	 5.19e-02	 0.281332	 7.62e-02	 2.79e-01	no
ENSMUSG00000040771	Oard1	FBgn0085290	CG34261	-8.59e-02	 1.96e-01	 0.281332	 7.62e-02	 5.06e-01	 7.87e-01	 0.281580	 5.19e-02	 0.281332	 7.62e-02	 2.79e-01	no
ENSMUSG00000029463	Fam216a			 3.32e-01	 4.08e-01	 0.075551	 4.49e-01	 5.59e-01	 6.34e-01	 0.075551	 4.75e-01	 0.075551	 4.75e-01	 7.38e-01	no
ENSMUSG00000057335	Cep170			-1.04e-01	-8.96e-02	 0.014286	 8.44e-01	-5.05e-01	-4.91e-01	 0.014286	 8.37e-01	 0.014286	 8.44e-01	 9.35e-01	no
ENSMUSG00000041852	Tcf20	FBgn0034300	CG5098	-4.58e-02	-2.41e-01	-0.195709	 1.23e-01	-8.82e-01	-1.08e+00	-0.195630	 1.78e-01	-0.195630	 1.78e-01	 4.56e-01	yes
ENSMUSG00000114096	Gm48641			-4.12e-01	 1.11e-01	 0.523589	 1.16e-03	-3.00e-01	 2.24e-01	 0.523852	 1.75e-03	 0.523852	 1.75e-03	 2.52e-02	no
ENSMUSG00000030245	Golt1b	FBgn0052576	CG32576	 8.95e-01	 1.20e+00	 0.306522	 3.60e-04	 1.23e-01	 4.29e-01	 0.306560	 8.59e-04	 0.306560	 8.59e-04	 1.51e-02	no
ENSMUSG00000029464	Gpn3	FBgn0037478	CG2656	 4.41e-02	 9.60e-03	-0.034638	 7.45e-01	 2.28e-01	 1.93e-01	-0.034414	 7.45e-01	-0.034414	 7.45e-01	 8.93e-01	no
ENSMUSG00000023908	Pkmyt1	FBgn0040298	Myt1	-3.08e-01	-8.00e-01	-0.492055	 9.87e-04	-1.08e-01	-6.00e-01	-0.492372	 2.35e-03	-0.492372	 2.35e-03	 3.09e-02	no
ENSMUSG00000050310	Rictor	FBgn0031006	rictor	 3.41e-02	 1.88e-01	 0.153834	 6.71e-02	-8.72e-01	-7.18e-01	 0.154009	 3.78e-02	 0.153834	 6.71e-02	 2.59e-01	no
ENSMUSG00000032067	Pts	FBgn0003141	pr	 4.41e-01	-6.84e-02	-0.509445	 8.76e-03	 7.57e-01	 2.47e-01	-0.509629	 1.53e-02	-0.509629	 1.53e-02	 1.07e-01	no
ENSMUSG00000002012	Pnck			 7.95e-01	 4.97e-01	-0.297465	 4.47e-02	 3.65e-01	 6.74e-02	-0.297318	 5.96e-02	-0.297318	 5.96e-02	 2.42e-01	no
ENSMUSG00000040455	Usp45			 4.62e-01	 4.34e-01	-0.028000	 8.33e-01	-4.59e-01	-4.87e-01	-0.028000	 8.50e-01	-0.028000	 8.50e-01	 9.38e-01	no
ENSMUSG00000021027	Ralgapa1	FBgn0039466	CG5521	 4.89e-01	 3.49e-01	-0.139454	 2.51e-01	-7.72e-01	-9.11e-01	-0.139454	 3.10e-01	-0.139454	 3.10e-01	 6.03e-01	no
ENSMUSG00000058355	Abce1	FBgn0086706	pix	 5.56e-02	 7.33e-02	 0.017723	 8.00e-01	 2.96e-01	 3.14e-01	 0.017635	 8.19e-01	 0.017635	 8.19e-01	 9.24e-01	no
ENSMUSG00000004360	9330159F19Rik			-8.01e-02	-7.31e-02	 0.006842	 9.38e-01	-4.49e-01	-4.42e-01	 0.006842	 9.46e-01	 0.006842	 9.46e-01	 9.78e-01	no
ENSMUSG00000023909	Paqr4	FBgn0053203	CG33203	-7.44e-01	-8.13e-01	-0.069441	 6.08e-01	 3.77e-01	 3.08e-01	-0.069406	 5.83e-01	-0.069441	 6.08e-01	 8.19e-01	no
ENSMUSG00000014504	Srp19	FBgn0015298	Srp19	 2.12e-01	 1.66e-01	-0.044997	 6.52e-01	 7.98e-01	 7.53e-01	-0.045131	 6.63e-01	-0.045131	 6.63e-01	 8.50e-01	no
ENSMUSG00000021987	Mtmr6	FBgn0025802	Sbf	-3.73e-01	-1.97e-01	 0.176088	 4.02e-02	 2.38e-01	 4.14e-01	 0.176088	 4.69e-02	 0.176088	 4.69e-02	 2.12e-01	no
ENSMUSG00000021987	Mtmr6	FBgn0035945	CG5026	-3.73e-01	-1.97e-01	 0.176088	 4.02e-02	 2.38e-01	 4.14e-01	 0.176088	 4.69e-02	 0.176088	 4.69e-02	 2.12e-01	no
ENSMUSG00000021987	Mtmr6	FBgn0025742	mtm	-3.73e-01	-1.97e-01	 0.176088	 4.02e-02	 2.38e-01	 4.14e-01	 0.176088	 4.69e-02	 0.176088	 4.69e-02	 2.12e-01	no
ENSMUSG00000021987	Mtmr6	FBgn0028497	CG3530	-3.73e-01	-1.97e-01	 0.176088	 4.02e-02	 2.38e-01	 4.14e-01	 0.176088	 4.69e-02	 0.176088	 4.69e-02	 2.12e-01	no
ENSMUSG00000021987	Mtmr6	FBgn0030582	CG14411	-3.73e-01	-1.97e-01	 0.176088	 4.02e-02	 2.38e-01	 4.14e-01	 0.176088	 4.69e-02	 0.176088	 4.69e-02	 2.12e-01	no
ENSMUSG00000021987	Mtmr6	FBgn0030735	CG3632	-3.73e-01	-1.97e-01	 0.176088	 4.02e-02	 2.38e-01	 4.14e-01	 0.176088	 4.69e-02	 0.176088	 4.69e-02	 2.12e-01	no
ENSMUSG00000029465	Arpc3	FBgn0065032	Arpc3B	-1.78e-01	-1.08e-01	 0.069976	 4.05e-01	 7.84e-01	 8.54e-01	 0.069976	 3.70e-01	 0.069976	 4.05e-01	 6.85e-01	no
ENSMUSG00000029465	Arpc3	FBgn0038369	Arpc3A	-1.78e-01	-1.08e-01	 0.069976	 4.05e-01	 7.84e-01	 8.54e-01	 0.069976	 3.70e-01	 0.069976	 4.05e-01	 6.85e-01	no
ENSMUSG00000020075	Ddx21			-8.24e-02	 3.84e-02	 0.120760	 6.31e-02	-1.72e-01	-5.08e-02	 0.120760	 8.69e-02	 0.120760	 8.69e-02	 3.02e-01	no
ENSMUSG00000005873	Reep5	FBgn0033906	ReepB	-2.52e-01	-1.86e-01	 0.065979	 3.66e-01	 2.82e-01	 3.48e-01	 0.065975	 3.65e-01	 0.065979	 3.66e-01	 6.52e-01	no
ENSMUSG00000005873	Reep5	FBgn0039371	CG4960	-2.52e-01	-1.86e-01	 0.065979	 3.66e-01	 2.82e-01	 3.48e-01	 0.065975	 3.65e-01	 0.065979	 3.66e-01	 6.52e-01	no
ENSMUSG00000020739	Nup85	FBgn0034310	Nup75	-1.81e-01	-4.23e-02	 0.138218	 1.20e-01	-2.64e-01	-1.26e-01	 0.138412	 1.15e-01	 0.138218	 1.20e-01	 3.62e-01	no
ENSMUSG00000036977	Anapc10	FBgn0034231	APC10	-4.16e-01	-2.55e-01	 0.162709	 5.34e-01	 6.31e-01	 7.93e-01	 0.161836	 6.49e-01	 0.161836	 6.49e-01	 8.42e-01	no
ENSMUSG00000035529	Prdm4			-1.34e-01	-2.64e-01	-0.129782	 2.26e-01	-1.01e-01	-2.31e-01	-0.129782	 2.66e-01	-0.129782	 2.66e-01	 5.61e-01	no
ENSMUSG00000024583	Txnl1	FBgn0035631	Txl	 2.10e-01	 2.04e-01	-0.005598	 9.47e-01	 5.93e-01	 5.88e-01	-0.005598	 9.48e-01	-0.005598	 9.48e-01	 9.78e-01	yes
ENSMUSG00000021646	Mccc2	FBgn0042083	Mccc2	 2.51e-01	 3.07e-01	 0.056184	 5.55e-01	 1.11e-01	 1.67e-01	 0.056184	 5.84e-01	 0.056184	 5.84e-01	 8.06e-01	no
ENSMUSG00000066878	Gm10184	FBgn0267727	Pen	 4.11e-02	 2.55e-01	 0.213884	 7.08e-03	 4.41e-01	 6.55e-01	 0.213884	 9.20e-03	 0.213884	 9.20e-03	 7.86e-02	no
ENSMUSG00000021877	Arf4			-7.30e-03	 1.08e-02	 0.018125	 8.32e-01	 3.56e-01	 3.75e-01	 0.018125	 8.28e-01	 0.018125	 8.32e-01	 9.30e-01	no
ENSMUSG00000009828	Cilk1	FBgn0030697	CG8565	 4.76e-01	 5.47e-01	 0.071059	 5.68e-01	-3.64e-01	-2.92e-01	 0.071498	 5.96e-01	 0.071498	 5.96e-01	 8.11e-01	no
ENSMUSG00000009828	Cilk1	FBgn0011817	nmo	 4.76e-01	 5.47e-01	 0.071059	 5.68e-01	-3.64e-01	-2.92e-01	 0.071498	 5.96e-01	 0.071498	 5.96e-01	 8.11e-01	no
ENSMUSG00000063663	Brwd3	FBgn0011785	BRWD3	-1.77e-01	-3.39e-01	-0.162393	 1.07e-01	-6.63e-01	-8.25e-01	-0.162177	 9.34e-02	-0.162393	 1.07e-01	 3.40e-01	yes
ENSMUSG00000040097	Flywch1			-2.59e-01	-3.02e-01	-0.042546	 5.87e-01	-1.59e-01	-2.01e-01	-0.042546	 5.97e-01	-0.042546	 5.97e-01	 8.12e-01	no
ENSMUSG00000020076	Ddx50			 4.59e-01	 5.02e-01	 0.042378	 6.04e-01	 2.49e-01	 2.92e-01	 0.042378	 6.53e-01	 0.042378	 6.53e-01	 8.45e-01	no
ENSMUSG00000000751	Rpa1	FBgn0010173	RpA-70	 5.57e-03	 7.66e-02	 0.071089	 5.13e-01	 1.68e-01	 2.39e-01	 0.071089	 5.23e-01	 0.071089	 5.23e-01	 7.69e-01	yes
ENSMUSG00000025912	Mybl1	FBgn0002914	Myb	 3.87e-01	 3.75e-01	-0.011635	 9.52e-01	-9.28e-03	-2.08e-02	-0.011233	 9.54e-01	-0.011233	 9.54e-01	 9.80e-01	no
ENSMUSG00000037685	Atp8a1	FBgn0051729	CG31729	 4.29e-01	 1.43e-01	-0.286000	 5.99e-03	-3.70e-01	-6.56e-01	-0.285912	 1.46e-02	-0.285912	 1.46e-02	 1.04e-01	yes
ENSMUSG00000034853	Acot11			-2.15e-01	-8.42e-01	-0.626907	 9.16e-03	-6.74e-02	-6.94e-01	-0.627470	 2.20e-02	-0.627470	 2.20e-02	 1.35e-01	yes
ENSMUSG00000000171	Sdhd	FBgn0039112	SdhD	 1.09e-01	 1.87e-01	 0.078334	 3.75e-01	 6.76e-01	 7.55e-01	 0.078334	 3.66e-01	 0.078334	 3.75e-01	 6.60e-01	no
ENSMUSG00000022350	Washc5	FBgn0036571	Strump	 2.69e-01	 4.16e-01	 0.146298	 4.74e-02	 9.82e-03	 1.56e-01	 0.146358	 5.43e-02	 0.146358	 5.43e-02	 2.31e-01	no
ENSMUSG00000039016	Timm8b	FBgn0027359	Tim8	-7.03e-02	-1.96e-01	-0.125270	 2.87e-01	 1.17e+00	 1.05e+00	-0.125349	 2.39e-01	-0.125270	 2.87e-01	 5.80e-01	no
ENSMUSG00000001783	Rtcb	FBgn0032781	RtcB	 3.21e-02	 5.18e-02	 0.019735	 7.76e-01	 6.42e-01	 6.62e-01	 0.019735	 7.79e-01	 0.019735	 7.79e-01	 9.07e-01	no
ENSMUSG00000042185	Nfrkb	FBgn0027503	CG11970	 3.39e-01	 4.12e-01	 0.072456	 5.10e-01	-8.37e-01	-7.65e-01	 0.072703	 5.46e-01	 0.072703	 5.46e-01	 7.83e-01	no
ENSMUSG00000034525	Ice1	FBgn0025809	Paf-AHalpha	 1.15e-01	 1.03e-01	-0.011668	 9.03e-01	-7.48e-01	-7.60e-01	-0.011467	 9.11e-01	-0.011467	 9.11e-01	 9.65e-01	yes
ENSMUSG00000031901	Dus2	FBgn0030554	CG1434	-4.43e-01	-2.72e-01	 0.169771	 4.01e-01	-4.40e-01	-2.69e-01	 0.170605	 3.79e-01	 0.169771	 4.01e-01	 6.81e-01	no
ENSMUSG00000019883	Echdc1			-7.80e-02	 2.97e-02	 0.107797	 2.41e-01	 4.59e-01	 5.66e-01	 0.107797	 2.14e-01	 0.107797	 2.41e-01	 5.35e-01	no
ENSMUSG00000039218	Srrm2			-6.44e-03	-1.62e-01	-0.155434	 4.11e-01	-1.78e+00	-1.94e+00	-0.155509	 5.17e-01	-0.155509	 5.17e-01	 7.65e-01	no
ENSMUSG00000036501	Fam13b	FBgn0028494	CG6424	 1.62e-01	 2.16e-01	 0.054095	 5.02e-01	-4.92e-01	-4.38e-01	 0.054095	 5.07e-01	 0.054095	 5.07e-01	 7.59e-01	no
ENSMUSG00000025266	Gnl3l	FBgn0034307	CG10914	-6.05e-02	-1.56e-01	-0.095644	 1.86e-01	-2.71e-01	-3.67e-01	-0.095644	 1.93e-01	-0.095644	 1.93e-01	 4.76e-01	no
ENSMUSG00000043702	Pde12	FBgn0051759	CG31759	-3.96e-01	-2.76e-01	 0.119809	 1.80e-01	 1.67e-01	 2.87e-01	 0.119809	 1.97e-01	 0.119809	 1.97e-01	 4.79e-01	no
ENSMUSG00000045538	Ddx28	FBgn0086130	Dbp21E2	-4.49e-01	-4.90e-01	-0.041208	 7.50e-01	 2.43e-01	 2.01e-01	-0.041473	 7.56e-01	-0.041473	 7.56e-01	 8.99e-01	no
ENSMUSG00000057531	Dtnbp1	FBgn0036819	Dysb	-5.05e-01	-6.15e-01	-0.109781	 4.47e-01	 4.96e-01	 3.87e-01	-0.109995	 4.06e-01	-0.109781	 4.47e-01	 7.18e-01	no
ENSMUSG00000031715	Smarca5			 3.12e-01	 1.44e-01	-0.167199	 2.80e-02	 5.18e-02	-1.15e-01	-0.167199	 2.76e-02	-0.167199	 2.80e-02	 1.55e-01	no
ENSMUSG00000045210	Vcpip1			 1.64e-01	 2.00e-01	 0.035606	 6.08e-01	-5.82e-01	-5.46e-01	 0.035659	 6.26e-01	 0.035659	 6.26e-01	 8.28e-01	yes
ENSMUSG00000029009	Mthfr	FBgn0036157	CG7560	 7.16e-02	 2.41e-03	-0.068987	 6.03e-01	-8.43e-01	-9.12e-01	-0.069314	 6.72e-01	-0.069314	 6.72e-01	 8.56e-01	no
ENSMUSG00000041360	Pum3	FBgn0015527	peng	 1.66e-02	 1.95e-01	 0.178471	 3.31e-02	 1.65e-01	 3.43e-01	 0.178471	 4.20e-02	 0.178471	 4.20e-02	 1.99e-01	no
ENSMUSG00000041763	Tpp2	FBgn0020370	TppII	 2.02e-01	 2.98e-01	 0.096215	 1.89e-01	-1.03e-01	-6.37e-03	 0.096215	 1.85e-01	 0.096215	 1.89e-01	 4.71e-01	no
ENSMUSG00000055839	Elob	FBgn0023212	EloB	 1.97e-02	-1.31e-01	-0.150605	 8.76e-02	 1.20e+00	 1.05e+00	-0.150571	 5.56e-02	-0.150605	 8.76e-02	 3.04e-01	no
ENSMUSG00000028034	Fubp1	FBgn0285926	Imp	 1.25e-01	 1.90e-01	 0.065360	 3.24e-01	 1.51e-01	 2.16e-01	 0.065360	 3.32e-01	 0.065360	 3.32e-01	 6.22e-01	yes
ENSMUSG00000028034	Fubp1	FBgn0261552	ps	 1.25e-01	 1.90e-01	 0.065360	 3.24e-01	 1.51e-01	 2.16e-01	 0.065360	 3.32e-01	 0.065360	 3.32e-01	 6.22e-01	yes
ENSMUSG00000028034	Fubp1	FBgn0262737	mub	 1.25e-01	 1.90e-01	 0.065360	 3.24e-01	 1.51e-01	 2.16e-01	 0.065360	 3.32e-01	 0.065360	 3.32e-01	 6.22e-01	yes
ENSMUSG00000038876	Rnf146	FBgn0036897	Rnf146	 5.07e-02	 4.42e-02	-0.006504	 9.37e-01	 2.96e-01	 2.90e-01	-0.006504	 9.39e-01	-0.006504	 9.39e-01	 9.74e-01	no
ENSMUSG00000064120	Mocs1	FBgn0263241	Mocs1	 3.26e-01	-5.73e-02	-0.383715	 6.91e-03	-8.52e-02	-4.69e-01	-0.383377	 5.65e-03	-0.383715	 6.91e-03	 6.49e-02	no
ENSMUSG00000020290	Xpo1	FBgn0020497	emb	-7.71e-03	-2.16e-02	-0.013968	 8.71e-01	-5.99e-02	-7.38e-02	-0.013968	 8.79e-01	-0.013968	 8.79e-01	 9.51e-01	yes
ENSMUSG00000029007	Agtrap	FBgn0052638	CG32638	-2.98e-01	-2.11e-01	 0.088363	 7.21e-01	 1.81e-03	 8.95e-02	 0.087648	 8.10e-01	 0.087648	 8.10e-01	 9.22e-01	no
ENSMUSG00000059586	Nsmce2			-5.38e-02	 2.91e-01	 0.345169	 1.39e-03	 4.16e-01	 7.61e-01	 0.345254	 5.93e-04	 0.345169	 1.39e-03	 2.13e-02	no
ENSMUSG00000031245	Hmgn5			 5.07e-01	 6.44e-02	-0.441638	 1.81e-03	 3.39e+00	 2.95e+00	-0.442297	 2.72e-04	-0.441638	 1.81e-03	 2.57e-02	no
ENSMUSG00000040560	Wdr7	FBgn0023510	Rbcn-3B	 4.98e-01	 3.66e-01	-0.132430	 1.25e-01	-4.42e-01	-5.75e-01	-0.132217	 1.68e-01	-0.132217	 1.68e-01	 4.42e-01	yes
ENSMUSG00000026181	Ppm1f	FBgn0035425	CG17746	 5.70e-02	 1.19e-01	 0.062396	 4.57e-01	-1.75e-01	-1.13e-01	 0.062396	 4.69e-01	 0.062396	 4.69e-01	 7.36e-01	yes
ENSMUSG00000026181	Ppm1f	FBgn0035143	Ppm1	 5.70e-02	 1.19e-01	 0.062396	 4.57e-01	-1.75e-01	-1.13e-01	 0.062396	 4.69e-01	 0.062396	 4.69e-01	 7.36e-01	yes
ENSMUSG00000026181	Ppm1f	FBgn0086361	alph	 5.70e-02	 1.19e-01	 0.062396	 4.57e-01	-1.75e-01	-1.13e-01	 0.062396	 4.69e-01	 0.062396	 4.69e-01	 7.36e-01	yes
ENSMUSG00000026181	Ppm1f	FBgn0039421	CG6036	 5.70e-02	 1.19e-01	 0.062396	 4.57e-01	-1.75e-01	-1.13e-01	 0.062396	 4.69e-01	 0.062396	 4.69e-01	 7.36e-01	yes
ENSMUSG00000026181	Ppm1f	FBgn0029958	Pdp	 5.70e-02	 1.19e-01	 0.062396	 4.57e-01	-1.75e-01	-1.13e-01	 0.062396	 4.69e-01	 0.062396	 4.69e-01	 7.36e-01	yes
ENSMUSG00000026181	Ppm1f	FBgn0032702	CG10376	 5.70e-02	 1.19e-01	 0.062396	 4.57e-01	-1.75e-01	-1.13e-01	 0.062396	 4.69e-01	 0.062396	 4.69e-01	 7.36e-01	yes
ENSMUSG00000031246	Sh3bgrl			 7.75e-02	 1.08e-01	 0.031013	 7.70e-01	 6.60e-01	 6.91e-01	 0.030873	 7.59e-01	 0.031013	 7.70e-01	 9.05e-01	no
ENSMUSG00000028797	Tmem234			-2.58e-01	-2.18e-01	 0.040402	 6.87e-01	 2.28e-01	 2.68e-01	 0.040198	 6.84e-01	 0.040402	 6.87e-01	 8.64e-01	no
ENSMUSG00000058240	Cryzl1			 5.31e-01	 5.76e-01	 0.044698	 6.95e-01	-6.17e-02	-1.71e-02	 0.044698	 7.30e-01	 0.044698	 7.30e-01	 8.86e-01	no
ENSMUSG00000059820	Nkapd1			-1.34e-01	 4.84e-02	 0.182222	 1.63e-01	 2.62e-02	 2.08e-01	 0.182222	 1.88e-01	 0.182222	 1.88e-01	 4.69e-01	no
ENSMUSG00000055717	Slain1			 4.90e-01	 1.93e-01	-0.296977	 9.17e-02	 5.13e-01	 2.16e-01	-0.296977	 9.17e-02	-0.296977	 9.17e-02	 3.11e-01	no
ENSMUSG00000032501	Trib1	FBgn0028978	trbl	 1.77e-01	 3.57e-01	 0.180771	 1.91e-02	-5.40e-01	-3.59e-01	 0.180771	 2.46e-02	 0.180771	 2.46e-02	 1.44e-01	no
ENSMUSG00000001786	Fbxo7			-4.87e-01	-3.51e-01	 0.135647	 3.29e-01	 1.01e-01	 2.37e-01	 0.135709	 3.03e-01	 0.135647	 3.29e-01	 6.20e-01	yes
ENSMUSG00000031902	Nfatc3			 1.08e-01	 1.94e-02	-0.088666	 2.31e-01	-2.47e-01	-3.35e-01	-0.088666	 2.63e-01	-0.088666	 2.63e-01	 5.58e-01	no
ENSMUSG00000040929	Rfx3	FBgn0020379	Rfx	 1.08e+00	 9.83e-01	-0.099625	 4.10e-01	-6.09e-01	-7.09e-01	-0.099176	 4.68e-01	-0.099176	 4.68e-01	 7.35e-01	no
ENSMUSG00000025265	Fgd1			-1.68e-01	-2.32e-01	-0.063734	 6.76e-01	-2.88e-01	-3.51e-01	-0.063734	 6.96e-01	-0.063734	 6.96e-01	 8.69e-01	no
ENSMUSG00000059602	Syn3			-4.80e-01	-3.80e-01	 0.099910	 5.19e-01	-8.69e-01	-7.69e-01	 0.099910	 5.62e-01	 0.099910	 5.62e-01	 7.94e-01	no
ENSMUSG00000038250	Usp38			-5.39e-02	-5.67e-02	-0.002704	 9.76e-01	 7.10e-03	 4.30e-03	-0.002885	 9.75e-01	-0.002704	 9.76e-01	 9.90e-01	no
ENSMUSG00000040795	Iqcc			-1.61e-01	 2.76e-02	 0.188258	 3.22e-01	 7.88e-02	 2.67e-01	 0.188065	 3.44e-01	 0.188065	 3.44e-01	 6.33e-01	no
ENSMUSG00000049658	Bdp1	FBgn0032512	Bdp1	 7.17e-01	 6.87e-01	-0.030201	 7.63e-01	-6.62e-01	-6.92e-01	-0.030018	 7.62e-01	-0.030201	 7.63e-01	 9.01e-01	no
ENSMUSG00000020044	Timp3	FBgn0025879	Timp	 3.37e-01	 3.33e-01	-0.004325	 9.79e-01	-6.21e-01	-6.25e-01	-0.003804	 9.83e-01	-0.003804	 9.83e-01	 9.92e-01	no
ENSMUSG00000020740	Gga3	FBgn0030141	Gga	-3.42e-02	 1.57e-01	 0.191166	 1.81e-01	-6.96e-01	-5.05e-01	 0.191277	 2.73e-01	 0.191277	 2.73e-01	 5.66e-01	no
ENSMUSG00000020740	Gga3	FBgn0032246	Wdfy2	-3.42e-02	 1.57e-01	 0.191166	 1.81e-01	-6.96e-01	-5.05e-01	 0.191277	 2.73e-01	 0.191277	 2.73e-01	 5.66e-01	no
ENSMUSG00000020740	Gga3	FBgn0027363	Stam	-3.42e-02	 1.57e-01	 0.191166	 1.81e-01	-6.96e-01	-5.05e-01	 0.191277	 2.73e-01	 0.191277	 2.73e-01	 5.66e-01	no
ENSMUSG00000040260	Daam2			 1.60e-01	-2.07e-01	-0.366684	 1.90e-02	-5.90e-01	-9.56e-01	-0.366552	 3.91e-02	-0.366552	 3.91e-02	 1.90e-01	no
ENSMUSG00000048349	Pou4f1	FBgn0000028	acj6	-3.17e-01	-1.48e-01	 0.168660	 2.36e-01	-7.23e-02	 9.68e-02	 0.168930	 1.99e-01	 0.168660	 2.36e-01	 5.30e-01	no
ENSMUSG00000029003	Mad2l2	FBgn0037345	Rev7	-2.82e-01	-2.54e-01	 0.028125	 8.12e-01	 3.26e-01	 3.54e-01	 0.028302	 7.96e-01	 0.028125	 8.12e-01	 9.23e-01	no
ENSMUSG00000000168	Dlat	FBgn0283658	muc	 2.14e-01	 5.25e-02	-0.161362	 6.53e-02	 1.93e-01	 3.15e-02	-0.161440	 8.39e-02	-0.161440	 8.39e-02	 2.96e-01	no
ENSMUSG00000022120	Rnf219			 1.10e-01	 2.85e-01	 0.174631	 1.84e-01	-1.07e-01	 6.74e-02	 0.174942	 2.26e-01	 0.174942	 2.26e-01	 5.19e-01	no
