pathways_name_level0,gene_secondary_identifier,gene_symbol,pathways_identifier_level1,pathways_name_level1,datasets_name,gene_primary_identifier
Signal Transduction,CG1489,Rpt6,R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0020369
Metabolism of proteins,CG1489,Rpt6,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0020369
DNA Replication,CG1489,Rpt6,R-DME-69002,DNA Replication Pre-Initiation,Reactome pathways data set,FBgn0020369
DNA Replication,CG1489,Rpt6,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0020369
Cell Cycle,CG1489,Rpt6,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0020369
Cell Cycle,CG1489,Rpt6,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0020369
Metabolism,CG1489,Rpt6,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0020369
Gene expression (Transcription),CG1489,Rpt6,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0020369
Signal Transduction,CG1489,Rpt6,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0020369
Immune System,CG14891,CG14891,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0038445
Metabolism of proteins,CG14891,CG14891,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0038445
Extracellular matrix organization,CG14892,CG14892,R-DME-1474228,Degradation of the extracellular matrix,Reactome pathways data set,FBgn0038447
Metabolism,CG14893,CG14893,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0038451
Transport of small molecules,CG14899,Der-2,R-DME-382556,ABC-family proteins mediated transport,Reactome pathways data set,FBgn0038438
Signal Transduction,CG14899,Der-2,R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0038438
DNA Repair,CG1490,Usp7,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0030366
Metabolism of proteins,CG1490,Usp7,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0030366
Gene expression (Transcription),CG1490,Usp7,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0030366
Signal Transduction,CG1490,Usp7,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0030366
Programmed Cell Death,CG14902,Decay,R-DME-109581,Apoptosis,Reactome pathways data set,FBgn0028381
Immune System,CG14902,Decay,R-DME-1280215,Cytokine Signaling in Immune system,Reactome pathways data set,FBgn0028381
Immune System,CG14909,VhaM9.7-d,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0038458
Cellular responses to stimuli,CG14909,VhaM9.7-d,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0038458
Signal Transduction,CG14909,VhaM9.7-d,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0038458
Transport of small molecules,CG14909,VhaM9.7-d,R-DME-917937,Iron uptake and transport,Reactome pathways data set,FBgn0038458
Transport of small molecules,CG14909,VhaM9.7-d,R-DME-983712,Ion channel transport,Reactome pathways data set,FBgn0038458
Metabolism,CG1492,CG1492,R-DME-211859,Biological oxidations,Reactome pathways data set,FBgn0030361
Metabolism,CG1492,CG1492,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0030361
Drug ADME,CG1492,CG1492,R-DME-9753281,Paracetamol ADME,Reactome pathways data set,FBgn0030361
Transport of small molecules,CG14934,Mal-B1,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0032381
Transport of small molecules,CG14935,Mal-B2,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0032382
Immune System,CG1494,CG1494,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0031169
Transport of small molecules,CG1494,CG1494,R-DME-382556,ABC-family proteins mediated transport,Reactome pathways data set,FBgn0031169
Sensory Perception,CG14946,firl,R-DME-2187338,Visual phototransduction,Reactome pathways data set,FBgn0032405
Metabolism,CG14946,firl,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0032405
Signal Transduction,CG14946,firl,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0032405
Neuronal System,CG1495,CaMKI,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0016126
Transport of small molecules,CG14969,CG14969,R-DME-983712,Ion channel transport,Reactome pathways data set,FBgn0035440
Autophagy,CG14977,Lamtor4,R-DME-1632852,Macroautophagy,Reactome pathways data set,FBgn0035469
Signal Transduction,CG14977,Lamtor4,R-DME-165159,MTOR signalling,Reactome pathways data set,FBgn0035469
Cellular responses to stimuli,CG14977,Lamtor4,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0035469
Gene expression (Transcription),CG14977,Lamtor4,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0035469
Signal Transduction,CG14977,Lamtor4,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0035469
Vesicle-mediated transport,CG14980,Ccz1,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0035470
Cell-Cell communication,CG14991,Fit1,R-DME-446728,Cell junction organization,Reactome pathways data set,FBgn0035498
Hemostasis,CG14991,Fit1,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0035498
Signal Transduction,CG14991,Fit1,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0035498
Metabolism,CG14993,Faa,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0016013
Neuronal System,CG14994,Gad1,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0004516
Metabolism,CG14997,CG14997,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0035515
DNA Repair,CG14999,RfC4,R-DME-5693532,DNA Double-Strand Break Repair,Reactome pathways data set,FBgn0260985
DNA Repair,CG14999,RfC4,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0260985
DNA Replication,CG14999,RfC4,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0260985
Cell Cycle,CG14999,RfC4,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0260985
Cell Cycle,CG14999,RfC4,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0260985
Gene expression (Transcription),CG14999,RfC4,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0260985
DNA Repair,CG14999,RfC4,R-DME-73884,Base Excision Repair,Reactome pathways data set,FBgn0260985
Cell Cycle,CG14999,RfC4,R-DME-73886,Chromosome Maintenance,Reactome pathways data set,FBgn0260985
DNA Repair,CG14999,RfC4,R-DME-73893,DNA Damage Bypass,Reactome pathways data set,FBgn0260985
Immune System,CG1500,fw,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0001083
Vesicle-mediated transport,CG1500,fw,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0001083
Signal Transduction,CG1500,fw,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0001083
Metabolism of proteins,CG1500,fw,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0001083
Vesicle-mediated transport,CG15015,Cip4,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0035533
Metabolism of proteins,CG15016,mRpS6,R-DME-72766,Translation,Reactome pathways data set,FBgn0035534
Metabolism of proteins,CG1503,CG1503,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0031157
Drosophila signaling pathways,CG1505,gd,R-DME-209449,Toll pathway,Reactome pathways data set,FBgn0000808
Neuronal System,CG1506,Ac3,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0023416
Signal Transduction,CG1506,Ac3,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0023416
Signal Transduction,CG1506,Ac3,R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0023416
Signal Transduction,CG1506,Ac3,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0023416
Transport of small molecules,CG15081,Phb2,R-DME-8949215,Mitochondrial calcium ion transport,Reactome pathways data set,FBgn0010551
Transport of small molecules,CG15088,List,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0034381
Metabolism,CG15088,List,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0034381
Metabolism,CG15093,CG15093,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0034390
Metabolism,CG15102,Jheh2,R-DME-211859,Biological oxidations,Reactome pathways data set,FBgn0034405
Developmental Biology,CG1511,Eph,R-DME-9675108,Nervous system development,Reactome pathways data set,FBgn0025936
Signal Transduction,CG1511,Eph,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0025936
Signal Transduction,CG15111,CG15111,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0034419
Hemostasis,CG15111,CG15111,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0034419
Cell-Cell communication,CG15112,ena,R-DME-446728,Cell junction organization,Reactome pathways data set,FBgn0000578
Signal Transduction,CG15113,5-HT1B,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0263116
Immune System,CG15117,CG15117,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0034417
Metabolism,CG15117,CG15117,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0034417
Cell Cycle,CG15119,mip40,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0034430
Immune System,CG1512,Cul2,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0032956
Cellular responses to stimuli,CG1512,Cul2,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0032956
Metabolism of proteins,CG1512,Cul2,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0032956
Metabolism,CG1513,CG1513,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0033463
Signal Transduction,CG15148,btv,R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0023096
Organelle biogenesis and maintenance,CG15148,btv,R-DME-5617833,Cilium Assembly,Reactome pathways data set,FBgn0023096
Vesicle-mediated transport,CG1515,Ykt6,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0260858
Metabolism of proteins,CG1515,Ykt6,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0260858
Hemostasis,CG15151,rdo,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0243486
Metabolism of proteins,CG15154,Socs36E,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0041184
Metabolism,CG1516,PCB,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0027580
Metabolism,CG1516,PCB,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0027580
Gene expression (Transcription),CG15160,CG15160,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0032688
Organelle biogenesis and maintenance,CG15161,IFT46,R-DME-5617833,Cilium Assembly,Reactome pathways data set,FBgn0032692
Transport of small molecules,CG1517,na,R-DME-983712,Ion channel transport,Reactome pathways data set,FBgn0002917
Immune System,CG1519,Prosalpha7,R-DME-1280215,Cytokine Signaling in Immune system,Reactome pathways data set,FBgn0023175
Immune System,CG1519,Prosalpha7,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0023175
Immune System,CG1519,Prosalpha7,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0023175
Signal Transduction,CG1519,Prosalpha7,R-DME-195721,Signaling by WNT,Reactome pathways data set,FBgn0023175
Drosophila signaling pathways,CG1519,Prosalpha7,R-DME-209392,Hedgehog pathway,Reactome pathways data set,FBgn0023175
Drosophila signaling pathways,CG1519,Prosalpha7,R-DME-209412,Wingless pathway,Reactome pathways data set,FBgn0023175
Drosophila signaling pathways,CG1519,Prosalpha7,R-DME-209449,Toll pathway,Reactome pathways data set,FBgn0023175
Cellular responses to stimuli,CG1519,Prosalpha7,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0023175
Transport of small molecules,CG1519,Prosalpha7,R-DME-382556,ABC-family proteins mediated transport,Reactome pathways data set,FBgn0023175
Drosophila signaling pathways,CG1519,Prosalpha7,R-DME-432626,Circadian Clock pathway,Reactome pathways data set,FBgn0023175
Metabolism of RNA,CG1519,Prosalpha7,R-DME-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,Reactome pathways data set,FBgn0023175
Signal Transduction,CG1519,Prosalpha7,R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0023175
Metabolism of proteins,CG1519,Prosalpha7,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0023175
DNA Replication,CG1519,Prosalpha7,R-DME-69002,DNA Replication Pre-Initiation,Reactome pathways data set,FBgn0023175
DNA Replication,CG1519,Prosalpha7,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0023175
Cell Cycle,CG1519,Prosalpha7,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0023175
Cell Cycle,CG1519,Prosalpha7,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0023175
Metabolism,CG1519,Prosalpha7,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0023175
Gene expression (Transcription),CG1519,Prosalpha7,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0023175
Signal Transduction,CG1519,Prosalpha7,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0023175
Gene expression (Transcription),CG15218,CycK,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0025674
Signal Transduction,CG15218,CycK,R-DME-9006936,Signaling by TGFB family members,Reactome pathways data set,FBgn0025674
Cellular responses to stimuli,CG15220,RPA3,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0266421
DNA Repair,CG15220,RPA3,R-DME-5358508,Mismatch Repair,Reactome pathways data set,FBgn0266421
DNA Repair,CG15220,RPA3,R-DME-5693532,DNA Double-Strand Break Repair,Reactome pathways data set,FBgn0266421
DNA Repair,CG15220,RPA3,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0266421
DNA Replication,CG15220,RPA3,R-DME-69002,DNA Replication Pre-Initiation,Reactome pathways data set,FBgn0266421
DNA Replication,CG15220,RPA3,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0266421
Cell Cycle,CG15220,RPA3,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0266421
Cell Cycle,CG15220,RPA3,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0266421
Gene expression (Transcription),CG15220,RPA3,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0266421
DNA Repair,CG15220,RPA3,R-DME-73884,Base Excision Repair,Reactome pathways data set,FBgn0266421
DNA Repair,CG15220,RPA3,R-DME-73893,DNA Damage Bypass,Reactome pathways data set,FBgn0266421
Autophagy,CG15224,CkIIbeta,R-DME-1632852,Macroautophagy,Reactome pathways data set,FBgn0000259
Immune System,CG15224,CkIIbeta,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0000259
Signal Transduction,CG15224,CkIIbeta,R-DME-195721,Signaling by WNT,Reactome pathways data set,FBgn0000259
Drosophila signaling pathways,CG15224,CkIIbeta,R-DME-209392,Hedgehog pathway,Reactome pathways data set,FBgn0000259
Metabolism of proteins,CG15224,CkIIbeta,R-DME-391251,Protein folding,Reactome pathways data set,FBgn0000259
Drosophila signaling pathways,CG15224,CkIIbeta,R-DME-432626,Circadian Clock pathway,Reactome pathways data set,FBgn0000259
Cell Cycle,CG15224,CkIIbeta,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0000259
Gene expression (Transcription),CG15224,CkIIbeta,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0000259
Signal Transduction,CG15224,CkIIbeta,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0000259
Metabolism of proteins,CG1523,CG1523,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0039601
Metabolism of RNA,CG1524,RpS14a,R-DME-72312,rRNA processing,Reactome pathways data set,FBgn0004403
Metabolism of proteins,CG1524,RpS14a,R-DME-72766,Translation,Reactome pathways data set,FBgn0004403
Metabolism of RNA,CG1524,RpS14a,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0004403
Protein localization,CG15257,Tim17b2,R-DME-1268020,Mitochondrial protein import,Reactome pathways data set,FBgn0020371
Gene expression (Transcription),CG15259,nht,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0041103
